net,fanin,fanout,gate_count,num_gate_types,num_instances,role,label
WX3888,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_7_19,0,3,3,2,3,benign_or_unconfirmed,0
DFF_563_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX3890,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_7_20,0,3,3,2,3,benign_or_unconfirmed,0
DFF_564_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX3892,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_7_21,0,3,3,2,3,benign_or_unconfirmed,0
DFF_565_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX3894,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_7_22,0,3,3,2,3,benign_or_unconfirmed,0
DFF_566_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX3896,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_7_23,0,3,3,2,3,benign_or_unconfirmed,0
DFF_567_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX3898,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_7_24,0,3,3,2,3,benign_or_unconfirmed,0
DFF_568_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX3900,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_7_25,0,3,3,2,3,benign_or_unconfirmed,0
DFF_569_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX3902,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_7_26,0,3,3,2,3,benign_or_unconfirmed,0
DFF_570_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX3904,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_7_27,0,2,2,2,2,benign_or_unconfirmed,0
DFF_571_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX3906,2,1,2,2,2,benign_or_unconfirmed,0
test_si33,0,1,1,1,1,benign_or_unconfirmed,0
CRC_OUT_7_28,0,3,3,2,3,benign_or_unconfirmed,0
DFF_572_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX3908,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_7_29,0,3,3,2,3,benign_or_unconfirmed,0
DFF_573_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX3910,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_7_30,0,3,3,2,3,benign_or_unconfirmed,0
DFF_574_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX3912,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_7_31,0,6,6,3,6,benign_or_unconfirmed,0
DFF_575_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX4363,2,2,3,3,3,benign_or_unconfirmed,0
WX4364,4,3,4,3,4,benign_or_unconfirmed,0
WX4365,2,2,3,3,3,benign_or_unconfirmed,0
n8586,0,2,2,1,2,benign_or_unconfirmed,0
n3971,5,1,2,2,2,benign_or_unconfirmed,0
WX4367,2,2,3,3,3,benign_or_unconfirmed,0
n8585,0,2,2,1,2,benign_or_unconfirmed,0
n3970,5,1,2,2,2,benign_or_unconfirmed,0
WX4369,2,2,3,3,3,benign_or_unconfirmed,0
n8584,0,2,2,1,2,benign_or_unconfirmed,0
n3969,5,1,2,2,2,benign_or_unconfirmed,0
WX4371,2,2,3,3,3,benign_or_unconfirmed,0
n8583,0,2,2,1,2,benign_or_unconfirmed,0
n3968,5,1,2,2,2,benign_or_unconfirmed,0
WX4373,2,2,3,3,3,benign_or_unconfirmed,0
n8582,0,2,2,1,2,benign_or_unconfirmed,0
n3967,5,1,2,2,2,benign_or_unconfirmed,0
WX4375,2,2,3,3,3,benign_or_unconfirmed,0
n8581,0,2,2,1,2,benign_or_unconfirmed,0
n3966,5,1,2,2,2,benign_or_unconfirmed,0
WX4377,2,2,3,3,3,benign_or_unconfirmed,0
n8580,0,2,2,1,2,benign_or_unconfirmed,0
n3965,5,1,2,2,2,benign_or_unconfirmed,0
WX4379,2,2,3,3,3,benign_or_unconfirmed,0
n8579,0,2,2,1,2,benign_or_unconfirmed,0
n3964,5,1,2,2,2,benign_or_unconfirmed,0
WX4381,2,2,3,3,3,benign_or_unconfirmed,0
n8578,0,2,2,1,2,benign_or_unconfirmed,0
n3963,5,1,2,2,2,benign_or_unconfirmed,0
WX4383,2,2,3,3,3,benign_or_unconfirmed,0
n8577,0,2,2,1,2,benign_or_unconfirmed,0
n3962,5,1,2,2,2,benign_or_unconfirmed,0
WX4385,2,2,3,3,3,benign_or_unconfirmed,0
n8576,0,2,2,1,2,benign_or_unconfirmed,0
n3961,5,1,2,2,2,benign_or_unconfirmed,0
WX4387,2,2,3,3,3,benign_or_unconfirmed,0
test_so33,0,1,1,1,1,benign_or_unconfirmed,0
n3960,5,1,2,2,2,benign_or_unconfirmed,0
WX4389,2,2,3,3,3,benign_or_unconfirmed,0
test_si34,0,1,1,1,1,benign_or_unconfirmed,0
n8573,0,2,2,1,2,benign_or_unconfirmed,0
n3959,5,1,2,2,2,benign_or_unconfirmed,0
WX4391,2,2,3,3,3,benign_or_unconfirmed,0
n8572,0,2,2,1,2,benign_or_unconfirmed,0
n3958,5,1,2,2,2,benign_or_unconfirmed,0
WX4393,2,2,3,3,3,benign_or_unconfirmed,0
n8571,0,2,2,1,2,benign_or_unconfirmed,0
n3957,5,1,2,2,2,benign_or_unconfirmed,0
WX4395,2,2,3,3,3,benign_or_unconfirmed,0
n8570,0,2,2,1,2,benign_or_unconfirmed,0
n3956,5,1,2,2,2,benign_or_unconfirmed,0
WX4397,2,2,3,3,3,benign_or_unconfirmed,0
n8569,0,2,2,1,2,benign_or_unconfirmed,0
n3955,5,1,2,2,2,benign_or_unconfirmed,0
WX4399,2,2,3,3,3,benign_or_unconfirmed,0
n8568,0,2,2,1,2,benign_or_unconfirmed,0
n3954,5,1,2,2,2,benign_or_unconfirmed,0
WX4401,2,2,3,3,3,benign_or_unconfirmed,0
n8567,0,2,2,1,2,benign_or_unconfirmed,0
n3953,5,1,2,2,2,benign_or_unconfirmed,0
WX4403,2,2,3,3,3,benign_or_unconfirmed,0
n8566,0,2,2,1,2,benign_or_unconfirmed,0
n3952,5,1,2,2,2,benign_or_unconfirmed,0
WX4405,2,2,3,3,3,benign_or_unconfirmed,0
n8565,0,2,2,1,2,benign_or_unconfirmed,0
n3951,5,1,2,2,2,benign_or_unconfirmed,0
WX4407,2,2,3,3,3,benign_or_unconfirmed,0
n8564,0,2,2,1,2,benign_or_unconfirmed,0
n3950,5,1,2,2,2,benign_or_unconfirmed,0
WX4409,2,2,3,3,3,benign_or_unconfirmed,0
n8563,0,2,2,1,2,benign_or_unconfirmed,0
n3949,5,1,2,2,2,benign_or_unconfirmed,0
WX4411,2,2,3,3,3,benign_or_unconfirmed,0
n8562,0,2,2,1,2,benign_or_unconfirmed,0
n3948,5,1,2,2,2,benign_or_unconfirmed,0
WX4413,2,2,3,3,3,benign_or_unconfirmed,0
n8561,0,2,2,1,2,benign_or_unconfirmed,0
n3947,5,1,2,2,2,benign_or_unconfirmed,0
WX4415,2,2,3,3,3,benign_or_unconfirmed,0
n8560,0,2,2,1,2,benign_or_unconfirmed,0
n3946,5,1,2,2,2,benign_or_unconfirmed,0
WX4417,2,2,3,3,3,benign_or_unconfirmed,0
n8559,0,2,2,1,2,benign_or_unconfirmed,0
n3945,5,1,2,2,2,benign_or_unconfirmed,0
WX4419,2,2,3,3,3,benign_or_unconfirmed,0
n8558,0,2,2,1,2,benign_or_unconfirmed,0
n3944,5,1,2,2,2,benign_or_unconfirmed,0
WX4421,2,2,3,3,3,benign_or_unconfirmed,0
test_so34,0,1,1,1,1,benign_or_unconfirmed,0
n3943,5,1,2,2,2,benign_or_unconfirmed,0
WX4423,2,2,3,3,3,benign_or_unconfirmed,0
test_si35,0,1,1,1,1,benign_or_unconfirmed,0
n8555,0,2,2,1,2,benign_or_unconfirmed,0
n3942,5,1,2,2,2,benign_or_unconfirmed,0
WX4425,2,1,2,2,2,benign_or_unconfirmed,0
n8554,0,2,2,1,2,benign_or_unconfirmed,0
n3941,5,1,2,2,2,benign_or_unconfirmed,0
WX4523,5,1,2,2,2,benign_or_unconfirmed,0
n8553,0,2,2,1,2,benign_or_unconfirmed,0
n3343,5,2,3,3,3,benign_or_unconfirmed,0
WX4525,5,1,2,2,2,benign_or_unconfirmed,0
n8552,0,2,2,1,2,benign_or_unconfirmed,0
n3435,5,2,3,3,3,benign_or_unconfirmed,0
WX4527,5,1,2,2,2,benign_or_unconfirmed,0
n8551,0,2,2,1,2,benign_or_unconfirmed,0
n3434,5,2,3,3,3,benign_or_unconfirmed,0
WX4529,5,1,2,2,2,benign_or_unconfirmed,0
n8550,0,2,2,1,2,benign_or_unconfirmed,0
n3433,5,2,3,3,3,benign_or_unconfirmed,0
WX4531,5,1,2,2,2,benign_or_unconfirmed,0
n8549,0,2,2,1,2,benign_or_unconfirmed,0
n3432,5,2,3,3,3,benign_or_unconfirmed,0
WX4533,5,1,2,2,2,benign_or_unconfirmed,0
n8548,0,2,2,1,2,benign_or_unconfirmed,0
n3431,5,2,3,3,3,benign_or_unconfirmed,0
WX4535,5,1,2,2,2,benign_or_unconfirmed,0
n8547,0,2,2,1,2,benign_or_unconfirmed,0
n3430,5,2,3,3,3,benign_or_unconfirmed,0
WX4537,5,1,2,2,2,benign_or_unconfirmed,0
n8546,0,2,2,1,2,benign_or_unconfirmed,0
n3429,5,2,3,3,3,benign_or_unconfirmed,0
WX4539,5,1,2,2,2,benign_or_unconfirmed,0
n8545,0,2,2,1,2,benign_or_unconfirmed,0
n3428,5,2,3,3,3,benign_or_unconfirmed,0
WX4541,5,1,2,2,2,benign_or_unconfirmed,0
n8544,0,2,2,1,2,benign_or_unconfirmed,0
n3427,5,2,3,3,3,benign_or_unconfirmed,0
WX4543,5,1,2,2,2,benign_or_unconfirmed,0
n8543,0,2,2,1,2,benign_or_unconfirmed,0
n3426,5,2,3,3,3,benign_or_unconfirmed,0
WX4545,5,1,2,2,2,benign_or_unconfirmed,0
n8542,0,2,2,1,2,benign_or_unconfirmed,0
n3425,5,2,3,3,3,benign_or_unconfirmed,0
WX4547,5,1,2,2,2,benign_or_unconfirmed,0
n8541,0,2,2,1,2,benign_or_unconfirmed,0
n3424,5,2,3,3,3,benign_or_unconfirmed,0
WX4549,5,1,2,2,2,benign_or_unconfirmed,0
n8540,0,2,2,1,2,benign_or_unconfirmed,0
n3423,5,2,3,3,3,benign_or_unconfirmed,0
WX4551,5,1,2,2,2,benign_or_unconfirmed,0
test_so35,0,1,1,1,1,benign_or_unconfirmed,0
n3422,5,2,3,3,3,benign_or_unconfirmed,0
WX4553,5,1,2,2,2,benign_or_unconfirmed,0
test_si36,0,1,1,1,1,benign_or_unconfirmed,0
n8537,0,2,2,1,2,benign_or_unconfirmed,0
n3421,5,2,3,3,3,benign_or_unconfirmed,0
WX4555,5,1,2,2,2,benign_or_unconfirmed,0
WX4556,4,3,4,3,4,benign_or_unconfirmed,0
WX4557,5,1,2,2,2,benign_or_unconfirmed,0
WX4558,4,3,4,3,4,benign_or_unconfirmed,0
WX4559,5,1,2,2,2,benign_or_unconfirmed,0
WX4560,4,3,4,3,4,benign_or_unconfirmed,0
WX4561,5,1,2,2,2,benign_or_unconfirmed,0
WX4562,4,3,4,3,4,benign_or_unconfirmed,0
WX4563,5,1,2,2,2,benign_or_unconfirmed,0
WX4564,4,3,4,3,4,benign_or_unconfirmed,0
WX4565,5,1,2,2,2,benign_or_unconfirmed,0
WX4566,4,3,4,3,4,benign_or_unconfirmed,0
WX4567,5,1,2,2,2,benign_or_unconfirmed,0
WX4568,4,3,4,3,4,benign_or_unconfirmed,0
WX4569,5,1,2,2,2,benign_or_unconfirmed,0
WX4570,4,3,4,3,4,benign_or_unconfirmed,0
WX4571,5,1,2,2,2,benign_or_unconfirmed,0
WX4572,4,3,4,3,4,benign_or_unconfirmed,0
WX4573,5,1,2,2,2,benign_or_unconfirmed,0
WX4574,4,3,4,3,4,benign_or_unconfirmed,0
WX4575,5,1,2,2,2,benign_or_unconfirmed,0
WX4576,4,3,4,3,4,benign_or_unconfirmed,0
WX4577,5,1,2,2,2,benign_or_unconfirmed,0
WX4578,4,3,4,3,4,benign_or_unconfirmed,0
WX4579,5,1,2,2,2,benign_or_unconfirmed,0
WX4580,4,3,4,3,4,benign_or_unconfirmed,0
WX4581,5,1,2,2,2,benign_or_unconfirmed,0
WX4582,4,3,4,3,4,benign_or_unconfirmed,0
WX4583,5,1,2,2,2,benign_or_unconfirmed,0
WX4584,4,3,4,3,4,benign_or_unconfirmed,0
WX4585,5,1,2,2,2,benign_or_unconfirmed,0
test_so36,4,2,3,3,3,benign_or_unconfirmed,0
WX4587,2,1,2,2,2,benign_or_unconfirmed,0
test_si37,0,1,1,1,1,benign_or_unconfirmed,0
WX4588,4,3,4,3,4,benign_or_unconfirmed,0
WX4589,2,1,2,2,2,benign_or_unconfirmed,0
WX4590,4,3,4,3,4,benign_or_unconfirmed,0
WX4591,2,1,2,2,2,benign_or_unconfirmed,0
WX4592,4,3,4,3,4,benign_or_unconfirmed,0
WX4593,2,1,2,2,2,benign_or_unconfirmed,0
WX4594,4,3,4,3,4,benign_or_unconfirmed,0
WX4595,2,1,2,2,2,benign_or_unconfirmed,0
WX4596,4,3,4,3,4,benign_or_unconfirmed,0
WX4597,2,1,2,2,2,benign_or_unconfirmed,0
WX4598,4,3,4,3,4,benign_or_unconfirmed,0
WX4599,2,1,2,2,2,benign_or_unconfirmed,0
WX4600,4,3,4,3,4,benign_or_unconfirmed,0
WX4601,2,1,2,2,2,benign_or_unconfirmed,0
WX4602,4,3,4,3,4,benign_or_unconfirmed,0
WX4603,2,1,2,2,2,benign_or_unconfirmed,0
WX4604,4,3,4,3,4,benign_or_unconfirmed,0
WX4605,2,1,2,2,2,benign_or_unconfirmed,0
WX4606,4,3,4,3,4,benign_or_unconfirmed,0
WX4607,2,1,2,2,2,benign_or_unconfirmed,0
WX4608,4,3,4,3,4,benign_or_unconfirmed,0
WX4609,2,1,2,2,2,benign_or_unconfirmed,0
WX4610,4,3,4,3,4,benign_or_unconfirmed,0
WX4611,2,1,2,2,2,benign_or_unconfirmed,0
WX4612,4,3,4,3,4,benign_or_unconfirmed,0
WX4613,2,1,2,2,2,benign_or_unconfirmed,0
WX4614,4,3,4,3,4,benign_or_unconfirmed,0
WX4615,2,1,2,2,2,benign_or_unconfirmed,0
WX4616,4,3,4,3,4,benign_or_unconfirmed,0
WX4617,2,1,2,2,2,benign_or_unconfirmed,0
WX4618,4,3,4,3,4,benign_or_unconfirmed,0
WX4619,2,1,2,2,2,benign_or_unconfirmed,0
test_so37,0,2,2,2,2,benign_or_unconfirmed,0
n3721,5,1,2,2,2,benign_or_unconfirmed,0
WX4621,2,1,2,2,2,benign_or_unconfirmed,0
test_si38,0,1,1,1,1,benign_or_unconfirmed,0
WX4622,0,3,3,2,3,benign_or_unconfirmed,0
n3719,5,1,2,2,2,benign_or_unconfirmed,0
WX4623,2,1,2,2,2,benign_or_unconfirmed,0
WX4624,0,3,3,2,3,benign_or_unconfirmed,0
n3717,5,1,2,2,2,benign_or_unconfirmed,0
WX4625,2,1,2,2,2,benign_or_unconfirmed,0
WX4626,0,3,3,2,3,benign_or_unconfirmed,0
n3715,5,1,2,2,2,benign_or_unconfirmed,0
WX4627,2,1,2,2,2,benign_or_unconfirmed,0
WX4628,0,3,3,2,3,benign_or_unconfirmed,0
n3713,5,1,2,2,2,benign_or_unconfirmed,0
WX4629,2,1,2,2,2,benign_or_unconfirmed,0
WX4630,0,3,3,2,3,benign_or_unconfirmed,0
n3711,5,1,2,2,2,benign_or_unconfirmed,0
WX4631,2,1,2,2,2,benign_or_unconfirmed,0
WX4632,0,3,3,2,3,benign_or_unconfirmed,0
n3709,5,1,2,2,2,benign_or_unconfirmed,0
WX4633,2,1,2,2,2,benign_or_unconfirmed,0
WX4634,0,3,3,2,3,benign_or_unconfirmed,0
n3707,5,1,2,2,2,benign_or_unconfirmed,0
WX4635,2,1,2,2,2,benign_or_unconfirmed,0
WX4636,0,3,3,2,3,benign_or_unconfirmed,0
n3705,5,1,2,2,2,benign_or_unconfirmed,0
WX4637,2,1,2,2,2,benign_or_unconfirmed,0
WX4638,0,3,3,2,3,benign_or_unconfirmed,0
n3703,5,1,2,2,2,benign_or_unconfirmed,0
WX4639,2,1,2,2,2,benign_or_unconfirmed,0
WX4640,0,3,3,2,3,benign_or_unconfirmed,0
n3701,5,1,2,2,2,benign_or_unconfirmed,0
WX4641,2,1,2,2,2,benign_or_unconfirmed,0
WX4642,0,3,3,2,3,benign_or_unconfirmed,0
n3699,5,1,2,2,2,benign_or_unconfirmed,0
WX4643,2,1,2,2,2,benign_or_unconfirmed,0
WX4644,0,3,3,2,3,benign_or_unconfirmed,0
n3697,5,1,2,2,2,benign_or_unconfirmed,0
WX4645,2,1,2,2,2,benign_or_unconfirmed,0
WX4646,0,3,3,2,3,benign_or_unconfirmed,0
n3695,5,1,2,2,2,benign_or_unconfirmed,0
WX4647,2,1,2,2,2,benign_or_unconfirmed,0
WX4648,0,3,3,2,3,benign_or_unconfirmed,0
n3693,5,1,2,2,2,benign_or_unconfirmed,0
WX4649,2,1,2,2,2,benign_or_unconfirmed,0
WX4650,0,3,3,2,3,benign_or_unconfirmed,0
n3691,5,1,2,2,2,benign_or_unconfirmed,0
WX4651,2,1,2,2,2,benign_or_unconfirmed,0
WX4652,4,3,4,3,4,benign_or_unconfirmed,0
WX4653,2,1,2,2,2,benign_or_unconfirmed,0
test_so38,4,2,3,3,3,benign_or_unconfirmed,0
WX4655,2,1,2,2,2,benign_or_unconfirmed,0
test_si39,0,1,1,1,1,benign_or_unconfirmed,0
WX4656,4,3,4,3,4,benign_or_unconfirmed,0
WX4657,2,1,2,2,2,benign_or_unconfirmed,0
WX4658,4,3,4,3,4,benign_or_unconfirmed,0
WX4659,2,1,2,2,2,benign_or_unconfirmed,0
WX4660,4,3,4,3,4,benign_or_unconfirmed,0
WX4661,2,1,2,2,2,benign_or_unconfirmed,0
WX4662,4,3,4,3,4,benign_or_unconfirmed,0
WX4663,2,1,2,2,2,benign_or_unconfirmed,0
WX4664,4,3,4,3,4,benign_or_unconfirmed,0
WX4665,2,1,2,2,2,benign_or_unconfirmed,0
WX4666,4,3,4,3,4,benign_or_unconfirmed,0
WX4667,2,1,2,2,2,benign_or_unconfirmed,0
WX4668,4,3,4,3,4,benign_or_unconfirmed,0
WX4669,2,1,2,2,2,benign_or_unconfirmed,0
WX4670,4,3,4,3,4,benign_or_unconfirmed,0
WX4671,2,1,2,2,2,benign_or_unconfirmed,0
WX4672,4,3,4,3,4,benign_or_unconfirmed,0
WX4673,2,1,2,2,2,benign_or_unconfirmed,0
WX4674,4,3,4,3,4,benign_or_unconfirmed,0
WX4675,2,1,2,2,2,benign_or_unconfirmed,0
WX4676,4,3,4,3,4,benign_or_unconfirmed,0
WX4677,2,1,2,2,2,benign_or_unconfirmed,0
WX4678,4,3,4,3,4,benign_or_unconfirmed,0
WX4679,2,1,2,2,2,benign_or_unconfirmed,0
WX4680,4,3,4,3,4,benign_or_unconfirmed,0
WX4681,2,1,2,2,2,benign_or_unconfirmed,0
WX4682,4,3,4,3,4,benign_or_unconfirmed,0
WX4683,2,1,2,2,2,benign_or_unconfirmed,0
WX4684,4,3,4,3,4,benign_or_unconfirmed,0
WX4685,2,1,2,2,2,benign_or_unconfirmed,0
WX4686,4,3,4,3,4,benign_or_unconfirmed,0
WX4687,2,1,2,2,2,benign_or_unconfirmed,0
test_so39,4,2,3,3,3,benign_or_unconfirmed,0
WX4689,2,1,2,2,2,benign_or_unconfirmed,0
test_si40,0,1,1,1,1,benign_or_unconfirmed,0
WX4690,4,3,4,3,4,benign_or_unconfirmed,0
WX4691,2,1,2,2,2,benign_or_unconfirmed,0
WX4692,4,3,4,3,4,benign_or_unconfirmed,0
WX4693,2,1,2,2,2,benign_or_unconfirmed,0
WX4694,4,3,4,3,4,benign_or_unconfirmed,0
WX4695,2,1,2,2,2,benign_or_unconfirmed,0
WX4696,4,3,4,3,4,benign_or_unconfirmed,0
WX4697,2,1,2,2,2,trigger_tap,1
WX4698,4,3,4,3,4,benign_or_unconfirmed,0
WX4699,2,1,2,2,2,benign_or_unconfirmed,0
WX4700,4,3,4,3,4,benign_or_unconfirmed,0
WX4701,2,1,2,2,2,benign_or_unconfirmed,0
WX4702,4,3,4,3,4,benign_or_unconfirmed,0
WX4703,2,1,2,2,2,benign_or_unconfirmed,0
WX4704,4,3,4,3,4,benign_or_unconfirmed,0
WX4705,2,1,2,2,2,benign_or_unconfirmed,0
WX4706,4,3,4,3,4,benign_or_unconfirmed,0
WX4707,2,1,2,2,2,benign_or_unconfirmed,0
WX4708,4,3,4,3,4,benign_or_unconfirmed,0
WX4709,2,1,2,2,2,benign_or_unconfirmed,0
WX4710,4,3,4,3,4,benign_or_unconfirmed,0
WX4711,2,1,2,2,2,benign_or_unconfirmed,0
WX4712,4,3,4,3,4,benign_or_unconfirmed,0
WX4713,2,1,2,2,2,benign_or_unconfirmed,0
WX4714,4,3,4,3,4,benign_or_unconfirmed,0
WX4715,2,1,2,2,2,benign_or_unconfirmed,0
WX4716,4,3,4,3,4,benign_or_unconfirmed,0
WX4717,2,1,2,2,2,benign_or_unconfirmed,0
WX4718,4,3,4,3,4,benign_or_unconfirmed,0
WX4719,2,1,2,2,2,benign_or_unconfirmed,0
WX4720,4,3,4,3,4,benign_or_unconfirmed,0
WX4721,2,1,2,2,2,benign_or_unconfirmed,0
test_so40,4,2,3,3,3,benign_or_unconfirmed,0
WX4723,2,1,2,2,2,benign_or_unconfirmed,0
test_si41,0,1,1,1,1,benign_or_unconfirmed,0
WX4724,4,3,4,3,4,benign_or_unconfirmed,0
WX4725,2,1,2,2,2,benign_or_unconfirmed,0
WX4726,4,3,4,3,4,benign_or_unconfirmed,0
WX4727,2,1,2,2,2,benign_or_unconfirmed,0
WX4728,4,3,4,3,4,benign_or_unconfirmed,0
WX4729,2,1,2,2,2,benign_or_unconfirmed,0
WX4730,4,3,4,3,4,benign_or_unconfirmed,0
WX4731,2,1,2,2,2,benign_or_unconfirmed,0
WX4732,4,3,4,3,4,benign_or_unconfirmed,0
WX4733,2,1,2,2,2,benign_or_unconfirmed,0
WX4734,4,3,4,3,4,benign_or_unconfirmed,0
WX4735,2,1,2,2,2,benign_or_unconfirmed,0
WX4736,4,3,4,3,4,benign_or_unconfirmed,0
WX4737,2,1,2,2,2,benign_or_unconfirmed,0
WX4738,4,3,4,3,4,benign_or_unconfirmed,0
WX4739,2,1,2,2,2,benign_or_unconfirmed,0
WX4740,4,3,4,3,4,benign_or_unconfirmed,0
WX4741,2,1,2,2,2,benign_or_unconfirmed,0
WX4742,4,3,4,3,4,benign_or_unconfirmed,0
WX4743,2,1,2,2,2,benign_or_unconfirmed,0
WX4744,4,3,4,3,4,benign_or_unconfirmed,0
WX4745,2,1,2,2,2,benign_or_unconfirmed,0
WX4746,4,3,4,3,4,benign_or_unconfirmed,0
WX4747,2,1,2,2,2,benign_or_unconfirmed,0
WX4748,4,3,4,2,4,benign_or_unconfirmed,0
WX4749,2,1,2,2,2,benign_or_unconfirmed,0
WX4750,4,3,4,2,4,benign_or_unconfirmed,0
WX4751,2,1,2,2,2,benign_or_unconfirmed,0
WX4752,4,3,4,2,4,benign_or_unconfirmed,0
WX4753,2,1,2,2,2,benign_or_unconfirmed,0
WX4754,4,3,4,2,4,benign_or_unconfirmed,0
WX4755,2,1,2,2,2,benign_or_unconfirmed,0
test_so41,4,2,3,3,3,benign_or_unconfirmed,0
WX4757,2,1,2,2,2,benign_or_unconfirmed,0
test_si42,0,1,1,1,1,benign_or_unconfirmed,0
WX4758,4,3,4,2,4,benign_or_unconfirmed,0
WX4759,2,1,2,2,2,benign_or_unconfirmed,0
WX4760,4,3,4,2,4,benign_or_unconfirmed,0
WX4761,2,1,2,2,2,benign_or_unconfirmed,0
WX4762,4,3,4,2,4,benign_or_unconfirmed,0
WX4763,2,1,2,2,2,benign_or_unconfirmed,0
WX4764,4,3,4,2,4,benign_or_unconfirmed,0
WX4765,2,1,2,2,2,benign_or_unconfirmed,0
WX4766,4,3,4,2,4,benign_or_unconfirmed,0
WX4767,2,1,2,2,2,benign_or_unconfirmed,0
WX4768,4,3,4,2,4,benign_or_unconfirmed,0
WX4769,2,1,2,2,2,benign_or_unconfirmed,0
WX4770,4,3,4,3,4,benign_or_unconfirmed,0
WX4771,2,1,2,2,2,benign_or_unconfirmed,0
WX4772,4,3,4,2,4,benign_or_unconfirmed,0
WX4773,2,1,2,2,2,benign_or_unconfirmed,0
WX4774,4,3,4,2,4,benign_or_unconfirmed,0
WX4775,2,1,2,2,2,benign_or_unconfirmed,0
WX4776,4,3,4,2,4,benign_or_unconfirmed,0
WX4777,2,1,2,2,2,benign_or_unconfirmed,0
WX4778,4,3,4,2,4,benign_or_unconfirmed,0
WX5143,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_6_0,0,3,3,2,3,benign_or_unconfirmed,0
DFF_736_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX5145,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_6_1,0,3,3,2,3,benign_or_unconfirmed,0
DFF_737_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX5147,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_6_2,0,3,3,2,3,benign_or_unconfirmed,0
DFF_738_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX5149,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_6_3,0,3,3,2,3,benign_or_unconfirmed,0
DFF_739_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX5151,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_6_4,0,3,3,2,3,benign_or_unconfirmed,0
DFF_740_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX5153,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_6_5,0,2,2,2,2,benign_or_unconfirmed,0
DFF_741_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX5155,2,1,2,2,2,benign_or_unconfirmed,0
test_si43,0,1,1,1,1,benign_or_unconfirmed,0
CRC_OUT_6_6,0,3,3,2,3,benign_or_unconfirmed,0
DFF_742_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX5157,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_6_7,0,3,3,2,3,benign_or_unconfirmed,0
DFF_743_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX5159,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_6_8,0,3,3,2,3,benign_or_unconfirmed,0
DFF_744_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX5161,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_6_9,0,3,3,2,3,benign_or_unconfirmed,0
DFF_745_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX5163,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_6_10,0,3,3,2,3,benign_or_unconfirmed,0
DFF_746_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX5165,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_6_11,0,3,3,2,3,benign_or_unconfirmed,0
DFF_747_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX5167,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_6_12,0,3,3,2,3,benign_or_unconfirmed,0
DFF_748_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX5169,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_6_13,0,3,3,2,3,benign_or_unconfirmed,0
DFF_749_n1,5,1,2,2,2,benign_or_unconfirmed,0
