gate_type,instance,nets
SDFFX1,DFF_1059_Q_reg,WX7243|WX7242|test_se|CK|WX7244
SDFFX1,DFF_1060_Q_reg,WX7245|WX7244|test_se|CK|WX7246
SDFFX1,DFF_1061_Q_reg,WX7247|WX7246|test_se|CK|WX7248
SDFFX1,DFF_1062_Q_reg,WX7249|WX7248|test_se|CK|WX7250
SDFFX1,DFF_1063_Q_reg,WX7251|WX7250|test_se|CK|WX7252
SDFFX1,DFF_1064_Q_reg,WX7253|WX7252|test_se|CK|test_so61
SDFFX1,DFF_1065_Q_reg,WX7255|test_si62|test_se|CK|WX7256
SDFFX1,DFF_1066_Q_reg,WX7257|WX7256|test_se|CK|WX7258
SDFFX1,DFF_1067_Q_reg,WX7259|WX7258|test_se|CK|WX7260
SDFFX1,DFF_1068_Q_reg,WX7261|WX7260|test_se|CK|WX7262
SDFFX1,DFF_1069_Q_reg,WX7263|WX7262|test_se|CK|WX7264
SDFFX1,DFF_1070_Q_reg,WX7265|WX7264|test_se|CK|WX7266
SDFFX1,DFF_1071_Q_reg,WX7267|WX7266|test_se|CK|WX7268
SDFFX1,DFF_1072_Q_reg,WX7269|WX7268|test_se|CK|WX7270
SDFFX1,DFF_1073_Q_reg,WX7271|WX7270|test_se|CK|WX7272
SDFFX1,DFF_1074_Q_reg,WX7273|WX7272|test_se|CK|WX7274
SDFFX1,DFF_1075_Q_reg,WX7275|WX7274|test_se|CK|WX7276
SDFFX1,DFF_1076_Q_reg,WX7277|WX7276|test_se|CK|WX7278
SDFFX1,DFF_1077_Q_reg,WX7279|WX7278|test_se|CK|WX7280
SDFFX1,DFF_1078_Q_reg,WX7281|WX7280|test_se|CK|WX7282
SDFFX1,DFF_1079_Q_reg,WX7283|WX7282|test_se|CK|WX7284
SDFFX1,DFF_1080_Q_reg,WX7285|WX7284|test_se|CK|WX7286
SDFFX1,DFF_1081_Q_reg,WX7287|WX7286|test_se|CK|test_so62
SDFFX1,DFF_1082_Q_reg,WX7289|test_si63|test_se|CK|WX7290
SDFFX1,DFF_1083_Q_reg,WX7291|WX7290|test_se|CK|WX7292
SDFFX1,DFF_1084_Q_reg,WX7293|WX7292|test_se|CK|WX7294
SDFFX1,DFF_1085_Q_reg,WX7295|WX7294|test_se|CK|WX7296
SDFFX1,DFF_1086_Q_reg,WX7297|WX7296|test_se|CK|WX7298
SDFFX1,DFF_1087_Q_reg,WX7299|WX7298|test_se|CK|WX7300
SDFFX1,DFF_1088_Q_reg,WX7301|WX7300|test_se|CK|WX7302
SDFFX1,DFF_1089_Q_reg,WX7303|WX7302|test_se|CK|WX7304
SDFFX1,DFF_1090_Q_reg,WX7305|WX7304|test_se|CK|WX7306
SDFFX1,DFF_1091_Q_reg,WX7307|WX7306|test_se|CK|WX7308
SDFFX1,DFF_1092_Q_reg,WX7309|WX7308|test_se|CK|WX7310
SDFFX1,DFF_1093_Q_reg,WX7311|WX7310|test_se|CK|WX7312
SDFFX1,DFF_1094_Q_reg,WX7313|WX7312|test_se|CK|WX7314
SDFFX1,DFF_1095_Q_reg,WX7315|WX7314|test_se|CK|WX7316
SDFFX1,DFF_1096_Q_reg,WX7317|WX7316|test_se|CK|WX7318
SDFFX1,DFF_1097_Q_reg,WX7319|WX7318|test_se|CK|WX7320
SDFFX1,DFF_1098_Q_reg,WX7321|WX7320|test_se|CK|test_so63
SDFFX1,DFF_1099_Q_reg,WX7323|test_si64|test_se|CK|WX7324
SDFFX1,DFF_1100_Q_reg,WX7325|WX7324|test_se|CK|WX7326
SDFFX1,DFF_1101_Q_reg,WX7327|WX7326|test_se|CK|WX7328
SDFFX1,DFF_1102_Q_reg,WX7329|WX7328|test_se|CK|WX7330
SDFFX1,DFF_1103_Q_reg,WX7331|WX7330|test_se|CK|WX7332
SDFFX1,DFF_1104_Q_reg,WX7333|WX7332|test_se|CK|WX7334
SDFFX1,DFF_1105_Q_reg,WX7335|WX7334|test_se|CK|WX7336
SDFFX1,DFF_1106_Q_reg,WX7337|WX7336|test_se|CK|WX7338
SDFFX1,DFF_1107_Q_reg,WX7339|WX7338|test_se|CK|WX7340
SDFFX1,DFF_1108_Q_reg,WX7341|WX7340|test_se|CK|WX7342
SDFFX1,DFF_1109_Q_reg,WX7343|WX7342|test_se|CK|WX7344
SDFFX1,DFF_1110_Q_reg,WX7345|WX7344|test_se|CK|WX7346
SDFFX1,DFF_1111_Q_reg,WX7347|WX7346|test_se|CK|WX7348
SDFFX1,DFF_1112_Q_reg,WX7349|WX7348|test_se|CK|WX7350
SDFFX1,DFF_1113_Q_reg,WX7351|WX7350|test_se|CK|WX7352
SDFFX1,DFF_1114_Q_reg,WX7353|WX7352|test_se|CK|WX7354
SDFFX1,DFF_1115_Q_reg,WX7355|WX7354|test_se|CK|test_so64
SDFFX1,DFF_1116_Q_reg,WX7357|test_si65|test_se|CK|WX7358
SDFFX1,DFF_1117_Q_reg,WX7359|WX7358|test_se|CK|WX7360
SDFFX1,DFF_1118_Q_reg,WX7361|WX7360|test_se|CK|WX7362
SDFFX1,DFF_1119_Q_reg,WX7363|WX7362|test_se|CK|WX7364
SDFFX1,DFF_1120_Q_reg,WX7729|WX7364|test_se|CK|CRC_OUT_4_0|DFF_1120_n1
SDFFX1,DFF_1121_Q_reg,WX7731|CRC_OUT_4_0|test_se|CK|CRC_OUT_4_1|DFF_1121_n1
SDFFX1,DFF_1122_Q_reg,WX7733|CRC_OUT_4_1|test_se|CK|CRC_OUT_4_2|DFF_1122_n1
SDFFX1,DFF_1123_Q_reg,WX7735|CRC_OUT_4_2|test_se|CK|CRC_OUT_4_3|DFF_1123_n1
SDFFX1,DFF_1124_Q_reg,WX7737|CRC_OUT_4_3|test_se|CK|CRC_OUT_4_4|DFF_1124_n1
SDFFX1,DFF_1125_Q_reg,WX7739|CRC_OUT_4_4|test_se|CK|CRC_OUT_4_5|DFF_1125_n1
SDFFX1,DFF_1126_Q_reg,WX7741|CRC_OUT_4_5|test_se|CK|CRC_OUT_4_6|DFF_1126_n1
SDFFX1,DFF_1127_Q_reg,WX7743|CRC_OUT_4_6|test_se|CK|CRC_OUT_4_7|DFF_1127_n1
SDFFX1,DFF_1128_Q_reg,WX7745|CRC_OUT_4_7|test_se|CK|CRC_OUT_4_8|DFF_1128_n1
SDFFX1,DFF_1129_Q_reg,WX7747|CRC_OUT_4_8|test_se|CK|CRC_OUT_4_9|DFF_1129_n1
SDFFX1,DFF_1130_Q_reg,WX7749|CRC_OUT_4_9|test_se|CK|CRC_OUT_4_10|DFF_1130_n1
SDFFX1,DFF_1131_Q_reg,WX7751|CRC_OUT_4_10|test_se|CK|CRC_OUT_4_11|DFF_1131_n1
SDFFX1,DFF_1132_Q_reg,WX7753|CRC_OUT_4_11|test_se|CK|CRC_OUT_4_12|DFF_1132_n1
SDFFX1,DFF_1133_Q_reg,WX7755|test_si66|test_se|CK|CRC_OUT_4_13|DFF_1133_n1
SDFFX1,DFF_1134_Q_reg,WX7757|CRC_OUT_4_13|test_se|CK|CRC_OUT_4_14|DFF_1134_n1
SDFFX1,DFF_1135_Q_reg,WX7759|CRC_OUT_4_14|test_se|CK|CRC_OUT_4_15|DFF_1135_n1
SDFFX1,DFF_1136_Q_reg,WX7761|CRC_OUT_4_15|test_se|CK|CRC_OUT_4_16|DFF_1136_n1
SDFFX1,DFF_1137_Q_reg,WX7763|CRC_OUT_4_16|test_se|CK|CRC_OUT_4_17|DFF_1137_n1
SDFFX1,DFF_1138_Q_reg,WX7765|CRC_OUT_4_17|test_se|CK|CRC_OUT_4_18|DFF_1138_n1
SDFFX1,DFF_1139_Q_reg,WX7767|CRC_OUT_4_18|test_se|CK|CRC_OUT_4_19|DFF_1139_n1
SDFFX1,DFF_1140_Q_reg,WX7769|CRC_OUT_4_19|test_se|CK|CRC_OUT_4_20|DFF_1140_n1
SDFFX1,DFF_1141_Q_reg,WX7771|CRC_OUT_4_20|test_se|CK|CRC_OUT_4_21|DFF_1141_n1
SDFFX1,DFF_1142_Q_reg,WX7773|CRC_OUT_4_21|test_se|CK|CRC_OUT_4_22|DFF_1142_n1
SDFFX1,DFF_1143_Q_reg,WX7775|CRC_OUT_4_22|test_se|CK|CRC_OUT_4_23|DFF_1143_n1
SDFFX1,DFF_1144_Q_reg,WX7777|CRC_OUT_4_23|test_se|CK|CRC_OUT_4_24|DFF_1144_n1
SDFFX1,DFF_1145_Q_reg,WX7779|CRC_OUT_4_24|test_se|CK|CRC_OUT_4_25|DFF_1145_n1
SDFFX1,DFF_1146_Q_reg,WX7781|CRC_OUT_4_25|test_se|CK|CRC_OUT_4_26|DFF_1146_n1
SDFFX1,DFF_1147_Q_reg,WX7783|CRC_OUT_4_26|test_se|CK|CRC_OUT_4_27|DFF_1147_n1
SDFFX1,DFF_1148_Q_reg,WX7785|CRC_OUT_4_27|test_se|CK|CRC_OUT_4_28|DFF_1148_n1
SDFFX1,DFF_1149_Q_reg,WX7787|CRC_OUT_4_28|test_se|CK|CRC_OUT_4_29|DFF_1149_n1
SDFFX1,DFF_1150_Q_reg,WX7789|test_si67|test_se|CK|CRC_OUT_4_30|DFF_1150_n1
SDFFX1,DFF_1151_Q_reg,WX7791|CRC_OUT_4_30|test_se|CK|CRC_OUT_4_31|DFF_1151_n1
SDFFX1,DFF_1152_Q_reg,WX8242|CRC_OUT_4_31|test_se|CK|WX8243
SDFFX1,DFF_1153_Q_reg,WX8244|WX8243|test_se|CK|n8411|n3878
SDFFX1,DFF_1154_Q_reg,WX8246|n8411|test_se|CK|n8410|n3877
SDFFX1,DFF_1155_Q_reg,WX8248|n8410|test_se|CK|n8409|n3876
SDFFX1,DFF_1156_Q_reg,WX8250|n8409|test_se|CK|n8408|n3875
SDFFX1,DFF_1157_Q_reg,WX8252|n8408|test_se|CK|n8407|n3874
SDFFX1,DFF_1158_Q_reg,WX8254|n8407|test_se|CK|n8406|n3873
SDFFX1,DFF_1159_Q_reg,WX8256|n8406|test_se|CK|n8405|n3872
SDFFX1,DFF_1160_Q_reg,WX8258|n8405|test_se|CK|n8404|n3871
SDFFX1,DFF_1161_Q_reg,WX8260|n8404|test_se|CK|n8403|n3870
SDFFX1,DFF_1162_Q_reg,WX8262|n8403|test_se|CK|n8402|n3869
SDFFX1,DFF_1163_Q_reg,WX8264|n8402|test_se|CK|n8401|n3868
SDFFX1,DFF_1164_Q_reg,WX8266|n8401|test_se|CK|n8400|n3867
SDFFX1,DFF_1165_Q_reg,WX8268|n8400|test_se|CK|n8399|n3866
SDFFX1,DFF_1166_Q_reg,WX8270|n8399|test_se|CK|test_so67|n3865
SDFFX1,DFF_1167_Q_reg,WX8272|test_si68|test_se|CK|n8396|n3864
SDFFX1,DFF_1168_Q_reg,WX8274|n8396|test_se|CK|n8395|n3863
SDFFX1,DFF_1169_Q_reg,WX8276|n8395|test_se|CK|n8394|n3862
SDFFX1,DFF_1170_Q_reg,WX8278|n8394|test_se|CK|n8393|n3861
SDFFX1,DFF_1171_Q_reg,WX8280|n8393|test_se|CK|n8392|n3860
SDFFX1,DFF_1172_Q_reg,WX8282|n8392|test_se|CK|n8391|n3859
SDFFX1,DFF_1173_Q_reg,WX8284|n8391|test_se|CK|n8390|n3858
SDFFX1,DFF_1174_Q_reg,WX8286|n8390|test_se|CK|n8389|n3857
SDFFX1,DFF_1175_Q_reg,WX8288|n8389|test_se|CK|n8388|n3856
SDFFX1,DFF_1176_Q_reg,WX8290|n8388|test_se|CK|n8387|n3855
SDFFX1,DFF_1177_Q_reg,WX8292|n8387|test_se|CK|n8386|n3854
SDFFX1,DFF_1178_Q_reg,WX8294|n8386|test_se|CK|n8385|n3853
SDFFX1,DFF_1179_Q_reg,WX8296|n8385|test_se|CK|n8384|n3852
SDFFX1,DFF_1180_Q_reg,WX8298|n8384|test_se|CK|n8383|n3851
SDFFX1,DFF_1181_Q_reg,WX8300|n8383|test_se|CK|n8382|n3850
SDFFX1,DFF_1182_Q_reg,WX8302|n8382|test_se|CK|n8381|n3849
SDFFX1,DFF_1183_Q_reg,WX8304|n8381|test_se|CK|test_so68|n3848
SDFFX1,DFF_1184_Q_reg,WX8402|test_si69|test_se|CK|n8378|n3340
SDFFX1,DFF_1185_Q_reg,WX8404|n8378|test_se|CK|n8377|n3390
SDFFX1,DFF_1186_Q_reg,WX8406|n8377|test_se|CK|n8376|n3389
SDFFX1,DFF_1187_Q_reg,WX8408|n8376|test_se|CK|n8375|n3388
SDFFX1,DFF_1188_Q_reg,WX8410|n8375|test_se|CK|n8374|n3387
SDFFX1,DFF_1189_Q_reg,WX8412|n8374|test_se|CK|n8373|n3386
SDFFX1,DFF_1190_Q_reg,WX8414|n8373|test_se|CK|n8372|n3385
SDFFX1,DFF_1191_Q_reg,WX8416|n8372|test_se|CK|n8371|n3384
SDFFX1,DFF_1192_Q_reg,WX8418|n8371|test_se|CK|n8370|n3383
SDFFX1,DFF_1193_Q_reg,WX8420|n8370|test_se|CK|n8369|n3382
SDFFX1,DFF_1194_Q_reg,WX8422|n8369|test_se|CK|n8368|n3381
SDFFX1,DFF_1195_Q_reg,WX8424|n8368|test_se|CK|n8367|n3380
SDFFX1,DFF_1196_Q_reg,WX8426|n8367|test_se|CK|n8366|n3379
SDFFX1,DFF_1197_Q_reg,WX8428|n8366|test_se|CK|n8365|n3378
SDFFX1,DFF_1198_Q_reg,WX8430|n8365|test_se|CK|n8364|n3377
SDFFX1,DFF_1199_Q_reg,WX8432|n8364|test_se|CK|n8363|n3376
SDFFX1,DFF_1200_Q_reg,WX8434|n8363|test_se|CK|test_so69
SDFFX1,DFF_1201_Q_reg,WX8436|test_si70|test_se|CK|WX8437
SDFFX1,DFF_1202_Q_reg,WX8438|WX8437|test_se|CK|WX8439
SDFFX1,DFF_1203_Q_reg,WX8440|WX8439|test_se|CK|WX8441
SDFFX1,DFF_1204_Q_reg,WX8442|WX8441|test_se|CK|WX8443
SDFFX1,DFF_1205_Q_reg,WX8444|WX8443|test_se|CK|WX8445
SDFFX1,DFF_1206_Q_reg,WX8446|WX8445|test_se|CK|WX8447
SDFFX1,DFF_1207_Q_reg,WX8448|WX8447|test_se|CK|WX8449
SDFFX1,DFF_1208_Q_reg,WX8450|WX8449|test_se|CK|WX8451
SDFFX1,DFF_1209_Q_reg,WX8452|WX8451|test_se|CK|WX8453
SDFFX1,DFF_1210_Q_reg,WX8454|WX8453|test_se|CK|WX8455
SDFFX1,DFF_1211_Q_reg,WX8456|WX8455|test_se|CK|WX8457
SDFFX1,DFF_1212_Q_reg,WX8458|WX8457|test_se|CK|WX8459
SDFFX1,DFF_1213_Q_reg,WX8460|WX8459|test_se|CK|WX8461
SDFFX1,DFF_1214_Q_reg,WX8462|WX8461|test_se|CK|WX8463
SDFFX1,DFF_1215_Q_reg,WX8464|WX8463|test_se|CK|WX8465
SDFFX1,DFF_1216_Q_reg,WX8466|WX8465|test_se|CK|WX8467
SDFFX1,DFF_1217_Q_reg,WX8468|WX8467|test_se|CK|test_so70
SDFFX1,DFF_1218_Q_reg,WX8470|test_si71|test_se|CK|WX8471
SDFFX1,DFF_1219_Q_reg,WX8472|WX8471|test_se|CK|WX8473
SDFFX1,DFF_1220_Q_reg,WX8474|WX8473|test_se|CK|WX8475
SDFFX1,DFF_1221_Q_reg,WX8476|WX8475|test_se|CK|WX8477
SDFFX1,DFF_1222_Q_reg,WX8478|WX8477|test_se|CK|WX8479
SDFFX1,DFF_1223_Q_reg,WX8480|WX8479|test_se|CK|WX8481
SDFFX1,DFF_1224_Q_reg,WX8482|WX8481|test_se|CK|WX8483
SDFFX1,DFF_1225_Q_reg,WX8484|WX8483|test_se|CK|WX8485
SDFFX1,DFF_1226_Q_reg,WX8486|WX8485|test_se|CK|WX8487
SDFFX1,DFF_1227_Q_reg,WX8488|WX8487|test_se|CK|WX8489
SDFFX1,DFF_1228_Q_reg,WX8490|WX8489|test_se|CK|WX8491
SDFFX1,DFF_1229_Q_reg,WX8492|WX8491|test_se|CK|WX8493
SDFFX1,DFF_1230_Q_reg,WX8494|WX8493|test_se|CK|WX8495
SDFFX1,DFF_1231_Q_reg,WX8496|WX8495|test_se|CK|WX8497
SDFFX1,DFF_1232_Q_reg,WX8498|WX8497|test_se|CK|WX8499|n3625
SDFFX1,DFF_1233_Q_reg,WX8500|WX8499|test_se|CK|WX8501|n3623
SDFFX1,DFF_1234_Q_reg,WX8502|WX8501|test_se|CK|test_so71|n3621
SDFFX1,DFF_1235_Q_reg,WX8504|test_si72|test_se|CK|WX8505|n3619
SDFFX1,DFF_1236_Q_reg,WX8506|WX8505|test_se|CK|WX8507|n3617
SDFFX1,DFF_1237_Q_reg,WX8508|WX8507|test_se|CK|WX8509|n3615
SDFFX1,DFF_1238_Q_reg,WX8510|WX8509|test_se|CK|WX8511|n3613
SDFFX1,DFF_1239_Q_reg,WX8512|WX8511|test_se|CK|WX8513|n3611
SDFFX1,DFF_1240_Q_reg,WX8514|WX8513|test_se|CK|WX8515|n3609
SDFFX1,DFF_1241_Q_reg,WX8516|WX8515|test_se|CK|WX8517|n3607
SDFFX1,DFF_1242_Q_reg,WX8518|WX8517|test_se|CK|WX8519|n3605
SDFFX1,DFF_1243_Q_reg,WX8520|WX8519|test_se|CK|WX8521|n3603
SDFFX1,DFF_1244_Q_reg,WX8522|WX8521|test_se|CK|WX8523|n3601
SDFFX1,DFF_1245_Q_reg,WX8524|WX8523|test_se|CK|WX8525|n3599
SDFFX1,DFF_1246_Q_reg,WX8526|WX8525|test_se|CK|WX8527|n3597
SDFFX1,DFF_1247_Q_reg,WX8528|WX8527|test_se|CK|WX8529|n3595
SDFFX1,DFF_1248_Q_reg,WX8530|WX8529|test_se|CK|WX8531
SDFFX1,DFF_1249_Q_reg,WX8532|WX8531|test_se|CK|WX8533
SDFFX1,DFF_1250_Q_reg,WX8534|WX8533|test_se|CK|WX8535
SDFFX1,DFF_1251_Q_reg,WX8536|WX8535|test_se|CK|test_so72
SDFFX1,DFF_1252_Q_reg,WX8538|test_si73|test_se|CK|WX8539
SDFFX1,DFF_1253_Q_reg,WX8540|WX8539|test_se|CK|WX8541
SDFFX1,DFF_1254_Q_reg,WX8542|WX8541|test_se|CK|WX8543
SDFFX1,DFF_1255_Q_reg,WX8544|WX8543|test_se|CK|WX8545
SDFFX1,DFF_1256_Q_reg,WX8546|WX8545|test_se|CK|WX8547
SDFFX1,DFF_1257_Q_reg,WX8548|WX8547|test_se|CK|WX8549
SDFFX1,DFF_1258_Q_reg,WX8550|WX8549|test_se|CK|WX8551
SDFFX1,DFF_1259_Q_reg,WX8552|WX8551|test_se|CK|WX8553
SDFFX1,DFF_1260_Q_reg,WX8554|WX8553|test_se|CK|WX8555
SDFFX1,DFF_1261_Q_reg,WX8556|WX8555|test_se|CK|WX8557
SDFFX1,DFF_1262_Q_reg,WX8558|WX8557|test_se|CK|WX8559
SDFFX1,DFF_1263_Q_reg,WX8560|WX8559|test_se|CK|WX8561
SDFFX1,DFF_1264_Q_reg,WX8562|WX8561|test_se|CK|WX8563
SDFFX1,DFF_1265_Q_reg,WX8564|WX8563|test_se|CK|WX8565
SDFFX1,DFF_1266_Q_reg,WX8566|WX8565|test_se|CK|WX8567
SDFFX1,DFF_1267_Q_reg,WX8568|WX8567|test_se|CK|WX8569
SDFFX1,DFF_1268_Q_reg,WX8570|WX8569|test_se|CK|test_so73
SDFFX1,DFF_1269_Q_reg,WX8572|test_si74|test_se|CK|WX8573
SDFFX1,DFF_1270_Q_reg,WX8574|WX8573|test_se|CK|WX8575
SDFFX1,DFF_1271_Q_reg,WX8576|WX8575|test_se|CK|WX8577
SDFFX1,DFF_1272_Q_reg,WX8578|WX8577|test_se|CK|WX8579
SDFFX1,DFF_1273_Q_reg,WX8580|WX8579|test_se|CK|WX8581
SDFFX1,DFF_1274_Q_reg,WX8582|WX8581|test_se|CK|WX8583
SDFFX1,DFF_1275_Q_reg,WX8584|WX8583|test_se|CK|WX8585
SDFFX1,DFF_1276_Q_reg,WX8586|WX8585|test_se|CK|WX8587
SDFFX1,DFF_1277_Q_reg,WX8588|WX8587|test_se|CK|WX8589
SDFFX1,DFF_1278_Q_reg,WX8590|WX8589|test_se|CK|WX8591
SDFFX1,DFF_1279_Q_reg,WX8592|WX8591|test_se|CK|WX8593
SDFFX1,DFF_1280_Q_reg,WX8594|WX8593|test_se|CK|WX8595
SDFFX1,DFF_1281_Q_reg,WX8596|WX8595|test_se|CK|WX8597
SDFFX1,DFF_1282_Q_reg,WX8598|WX8597|test_se|CK|WX8599
SDFFX1,DFF_1283_Q_reg,WX8600|WX8599|test_se|CK|WX8601
SDFFX1,DFF_1284_Q_reg,WX8602|WX8601|test_se|CK|WX8603
SDFFX1,DFF_1285_Q_reg,WX8604|WX8603|test_se|CK|test_so74
SDFFX1,DFF_1286_Q_reg,WX8606|test_si75|test_se|CK|WX8607
SDFFX1,DFF_1287_Q_reg,WX8608|WX8607|test_se|CK|WX8609
SDFFX1,DFF_1288_Q_reg,WX8610|WX8609|test_se|CK|WX8611
SDFFX1,DFF_1289_Q_reg,WX8612|WX8611|test_se|CK|WX8613
SDFFX1,DFF_1290_Q_reg,WX8614|WX8613|test_se|CK|WX8615
SDFFX1,DFF_1291_Q_reg,WX8616|WX8615|test_se|CK|WX8617
SDFFX1,DFF_1292_Q_reg,WX8618|WX8617|test_se|CK|WX8619
SDFFX1,DFF_1293_Q_reg,WX8620|WX8619|test_se|CK|WX8621
SDFFX1,DFF_1294_Q_reg,WX8622|WX8621|test_se|CK|WX8623
SDFFX1,DFF_1295_Q_reg,WX8624|WX8623|test_se|CK|WX8625
SDFFX1,DFF_1296_Q_reg,WX8626|WX8625|test_se|CK|WX8627
SDFFX1,DFF_1297_Q_reg,WX8628|WX8627|test_se|CK|WX8629
SDFFX1,DFF_1298_Q_reg,WX8630|WX8629|test_se|CK|WX8631
SDFFX1,DFF_1299_Q_reg,WX8632|WX8631|test_se|CK|WX8633
SDFFX1,DFF_1300_Q_reg,WX8634|WX8633|test_se|CK|WX8635
SDFFX1,DFF_1301_Q_reg,WX8636|WX8635|test_se|CK|WX8637
SDFFX1,DFF_1302_Q_reg,WX8638|WX8637|test_se|CK|test_so75
SDFFX1,DFF_1303_Q_reg,WX8640|test_si76|test_se|CK|WX8641
SDFFX1,DFF_1304_Q_reg,WX8642|WX8641|test_se|CK|WX8643
SDFFX1,DFF_1305_Q_reg,WX8644|WX8643|test_se|CK|WX8645
SDFFX1,DFF_1306_Q_reg,WX8646|WX8645|test_se|CK|WX8647
SDFFX1,DFF_1307_Q_reg,WX8648|WX8647|test_se|CK|WX8649
SDFFX1,DFF_1308_Q_reg,WX8650|WX8649|test_se|CK|WX8651
SDFFX1,DFF_1309_Q_reg,WX8652|WX8651|test_se|CK|WX8653
SDFFX1,DFF_1310_Q_reg,WX8654|WX8653|test_se|CK|WX8655
SDFFX1,DFF_1311_Q_reg,WX8656|WX8655|test_se|CK|WX8657
SDFFX1,DFF_1312_Q_reg,WX9022|WX8657|test_se|CK|CRC_OUT_3_0|DFF_1312_n1
SDFFX1,DFF_1313_Q_reg,WX9024|CRC_OUT_3_0|test_se|CK|CRC_OUT_3_1|DFF_1313_n1
SDFFX1,DFF_1314_Q_reg,WX9026|CRC_OUT_3_1|test_se|CK|CRC_OUT_3_2|DFF_1314_n1
SDFFX1,DFF_1315_Q_reg,WX9028|CRC_OUT_3_2|test_se|CK|CRC_OUT_3_3|DFF_1315_n1
SDFFX1,DFF_1316_Q_reg,WX9030|CRC_OUT_3_3|test_se|CK|CRC_OUT_3_4|DFF_1316_n1
SDFFX1,DFF_1317_Q_reg,WX9032|CRC_OUT_3_4|test_se|CK|CRC_OUT_3_5|DFF_1317_n1
SDFFX1,DFF_1318_Q_reg,WX9034|CRC_OUT_3_5|test_se|CK|CRC_OUT_3_6|DFF_1318_n1
SDFFX1,DFF_1319_Q_reg,WX9036|CRC_OUT_3_6|test_se|CK|CRC_OUT_3_7|DFF_1319_n1
SDFFX1,DFF_1320_Q_reg,WX9038|test_si77|test_se|CK|CRC_OUT_3_8|DFF_1320_n1
SDFFX1,DFF_1321_Q_reg,WX9040|CRC_OUT_3_8|test_se|CK|CRC_OUT_3_9|DFF_1321_n1
SDFFX1,DFF_1322_Q_reg,WX9042|CRC_OUT_3_9|test_se|CK|CRC_OUT_3_10|DFF_1322_n1
SDFFX1,DFF_1323_Q_reg,WX9044|CRC_OUT_3_10|test_se|CK|CRC_OUT_3_11|DFF_1323_n1
SDFFX1,DFF_1324_Q_reg,WX9046|CRC_OUT_3_11|test_se|CK|CRC_OUT_3_12|DFF_1324_n1
SDFFX1,DFF_1325_Q_reg,WX9048|CRC_OUT_3_12|test_se|CK|CRC_OUT_3_13|DFF_1325_n1
SDFFX1,DFF_1326_Q_reg,WX9050|CRC_OUT_3_13|test_se|CK|CRC_OUT_3_14|DFF_1326_n1
SDFFX1,DFF_1327_Q_reg,WX9052|CRC_OUT_3_14|test_se|CK|CRC_OUT_3_15|DFF_1327_n1
SDFFX1,DFF_1328_Q_reg,WX9054|CRC_OUT_3_15|test_se|CK|CRC_OUT_3_16|DFF_1328_n1
SDFFX1,DFF_1329_Q_reg,WX9056|CRC_OUT_3_16|test_se|CK|CRC_OUT_3_17|DFF_1329_n1
SDFFX1,DFF_1330_Q_reg,WX9058|CRC_OUT_3_17|test_se|CK|CRC_OUT_3_18|DFF_1330_n1
SDFFX1,DFF_1331_Q_reg,WX9060|CRC_OUT_3_18|test_se|CK|CRC_OUT_3_19|DFF_1331_n1
SDFFX1,DFF_1332_Q_reg,WX9062|CRC_OUT_3_19|test_se|CK|CRC_OUT_3_20|DFF_1332_n1
SDFFX1,DFF_1333_Q_reg,WX9064|CRC_OUT_3_20|test_se|CK|CRC_OUT_3_21|DFF_1333_n1
SDFFX1,DFF_1334_Q_reg,WX9066|CRC_OUT_3_21|test_se|CK|CRC_OUT_3_22|DFF_1334_n1
SDFFX1,DFF_1335_Q_reg,WX9068|CRC_OUT_3_22|test_se|CK|CRC_OUT_3_23|DFF_1335_n1
SDFFX1,DFF_1336_Q_reg,WX9070|CRC_OUT_3_23|test_se|CK|CRC_OUT_3_24|DFF_1336_n1
SDFFX1,DFF_1337_Q_reg,WX9072|test_si78|test_se|CK|CRC_OUT_3_25|DFF_1337_n1
SDFFX1,DFF_1338_Q_reg,WX9074|CRC_OUT_3_25|test_se|CK|CRC_OUT_3_26|DFF_1338_n1
SDFFX1,DFF_1339_Q_reg,WX9076|CRC_OUT_3_26|test_se|CK|CRC_OUT_3_27|DFF_1339_n1
SDFFX1,DFF_1340_Q_reg,WX9078|CRC_OUT_3_27|test_se|CK|CRC_OUT_3_28|DFF_1340_n1
SDFFX1,DFF_1341_Q_reg,WX9080|CRC_OUT_3_28|test_se|CK|CRC_OUT_3_29|DFF_1341_n1
SDFFX1,DFF_1342_Q_reg,WX9082|CRC_OUT_3_29|test_se|CK|CRC_OUT_3_30|DFF_1342_n1
SDFFX1,DFF_1343_Q_reg,WX9084|CRC_OUT_3_30|test_se|CK|CRC_OUT_3_31|DFF_1343_n1
SDFFX1,DFF_1344_Q_reg,WX9535|CRC_OUT_3_31|test_se|CK|WX9536
SDFFX1,DFF_1345_Q_reg,WX9537|WX9536|test_se|CK|n8353|n3847
SDFFX1,DFF_1346_Q_reg,WX9539|n8353|test_se|CK|n8352|n3846
SDFFX1,DFF_1347_Q_reg,WX9541|n8352|test_se|CK|n8351|n3845
SDFFX1,DFF_1348_Q_reg,WX9543|n8351|test_se|CK|n8350|n3844
SDFFX1,DFF_1349_Q_reg,WX9545|n8350|test_se|CK|n8349|n3843
SDFFX1,DFF_1350_Q_reg,WX9547|n8349|test_se|CK|n8348|n3842
